# From state ; class name or eot ; to state
START ; eot ; eot
CB ZWJ ; CM ; CB
CB ZWJ ; BAmEastAsian ; BAmEastAsian
CB ZWJ ; LF ; eot
CB ZWJ ; BK|NL ; eot
CB ZWJ ; CR ; CR
CB ZWJ ; SP ; SP
CB ZWJ ; EXmEastAsian ; EXmEastAsian
CB ZWJ ; QUmPimPf ; QUmPimPf
CB ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
CB ZWJ ; PRmEastAsian ; PRmEastAsian
CB ZWJ ; POmEastAsian ; POmEastAsian
CB ZWJ ; OPmEastAsian ; OPmEastAsian
CB ZWJ ; CP ; CP
CB ZWJ ; IS ; IS
CB ZWJ ; HY ; HY
CB ZWJ ; SY ; SY
CB ZWJ ; NU ; NU
CB ZWJ ; CLmEastAsian ; CLmEastAsian
CB ZWJ ; GLmEastAsian ; GLmEastAsian
CB ZWJ ; QU_Pi ; QUmPimPf
CB ZWJ ; BB ; BB
CB ZWJ ; QU_Pf ; QUmPimPf
CB ZWJ ; HH ; HH
CB ZWJ ; HL ; HL
CB ZWJ ; JL ; JL
CB ZWJ ; JV ; JV
CB ZWJ ; JT ; JT
CB ZWJ ; NSmEastAsian ; EXmEastAsian
CB ZWJ ; AK ; AK
CB ZWJ ; VI ; EXmEastAsian
CB ZWJ ; AS ; AK
CB ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
CB ZWJ ; VF ; EXmEastAsian
CB ZWJ ; ZW ; ZW
CB ZWJ ; ZWJ ; CB ZWJ
CB ZWJ ; B2 ; B2
CB ZWJ ; INmEastAsian ; EXmEastAsian
CB ZWJ ; WJ ; WJ
CB ZWJ ; PR_EastAsian ; PR_EastAsian
CB ZWJ ; ID_EastAsian ; ID_EastAsian
CB ZWJ ; OP_EastAsian ; OP_EastAsian
CB ZWJ ; CL_EastAsian ; CL_EastAsian
CB ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
CB ZWJ ; AL_DottedCircle ; AL_DottedCircle
CB ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
CB ZWJ ; EB_EastAsian ; EB_EastAsian
CB ZWJ ; BA_EastAsian ; BA_EastAsian
CB ZWJ ; NS_EastAsian|CJ ; CJ
CB ZWJ ; H2 ; H2
CB ZWJ ; H3 ; H3
CB ZWJ ; EX_EastAsian ; CJ
CB ZWJ ; IN_EastAsian ; CJ
CB ZWJ ; PO_EastAsian ; PO_EastAsian
CB ZWJ ; CB ; CB
CB ZWJ ; AP ; AP
CB ZWJ ; GL_EastAsian ; GL_EastAsian
CB ZWJ ; RI ; RI
CB ZWJ ; EM ; ID_EastAsian
CB ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
CB ZWJ ; SAmMnmMc ; CM
CB ZWJ ; SA_Mn|SA_Mc ; CB
AP ZWJ ; eot ; eot
AP ZWJ ; CM ; AP
AP ZWJ ; BAmEastAsian ; BAmEastAsian
AP ZWJ ; LF ; eot
AP ZWJ ; BK|NL ; eot
AP ZWJ ; CR ; CR
AP ZWJ ; SP ; SP
AP ZWJ ; EXmEastAsian ; EXmEastAsian
AP ZWJ ; QUmPimPf ; QUmPimPf
AP ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
AP ZWJ ; PRmEastAsian ; PRmEastAsian
AP ZWJ ; POmEastAsian ; POmEastAsian
AP ZWJ ; OPmEastAsian ; OPmEastAsian
AP ZWJ ; CP ; CP
AP ZWJ ; IS ; IS
AP ZWJ ; HY ; CM HY
AP ZWJ ; SY ; SY
AP ZWJ ; NU ; NU
AP ZWJ ; CLmEastAsian ; CLmEastAsian
AP ZWJ ; GLmEastAsian ; GLmEastAsian
AP ZWJ ; QU_Pi ; QUmPimPf
AP ZWJ ; BB ; BB
AP ZWJ ; QU_Pf ; QUmPimPf
AP ZWJ ; HH ; BAmEastAsian
AP ZWJ ; HL ; HL
AP ZWJ ; JL ; JL
AP ZWJ ; JV ; JV
AP ZWJ ; JT ; JT
AP ZWJ ; NSmEastAsian ; EXmEastAsian
AP ZWJ ; AK ; AK
AP ZWJ ; VI ; EXmEastAsian
AP ZWJ ; AS ; AK
AP ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
AP ZWJ ; VF ; EXmEastAsian
AP ZWJ ; ZW ; ZW
AP ZWJ ; ZWJ ; AP ZWJ
AP ZWJ ; B2 ; B2
AP ZWJ ; INmEastAsian ; EXmEastAsian
AP ZWJ ; WJ ; WJ
AP ZWJ ; PR_EastAsian ; PR_EastAsian
AP ZWJ ; ID_EastAsian ; ID_EastAsian
AP ZWJ ; OP_EastAsian ; OP_EastAsian
AP ZWJ ; CL_EastAsian ; CL_EastAsian
AP ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AP ZWJ ; AL_DottedCircle ; AL_DottedCircle
AP ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
AP ZWJ ; EB_EastAsian ; EB_EastAsian
AP ZWJ ; BA_EastAsian ; BA_EastAsian
AP ZWJ ; NS_EastAsian|CJ ; CJ
AP ZWJ ; H2 ; H2
AP ZWJ ; H3 ; H3
AP ZWJ ; EX_EastAsian ; CJ
AP ZWJ ; IN_EastAsian ; CJ
AP ZWJ ; PO_EastAsian ; PO_EastAsian
AP ZWJ ; CB ; CB
AP ZWJ ; AP ; AP
AP ZWJ ; GL_EastAsian ; GL_EastAsian
AP ZWJ ; RI ; RI
AP ZWJ ; EM ; ID_EastAsian
AP ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AP ZWJ ; SAmMnmMc ; CM
AP ZWJ ; SA_Mn|SA_Mc ; AP
XX_ExtPictUnassigned ZWJ ; eot ; eot
XX_ExtPictUnassigned ZWJ ; CM ; XX_ExtPictUnassigned
XX_ExtPictUnassigned ZWJ ; BAmEastAsian ; BAmEastAsian
XX_ExtPictUnassigned ZWJ ; LF ; eot
XX_ExtPictUnassigned ZWJ ; BK|NL ; eot
XX_ExtPictUnassigned ZWJ ; CR ; CR
XX_ExtPictUnassigned ZWJ ; SP ; SP
XX_ExtPictUnassigned ZWJ ; EXmEastAsian ; EXmEastAsian
XX_ExtPictUnassigned ZWJ ; QUmPimPf ; QUmPimPf
XX_ExtPictUnassigned ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
XX_ExtPictUnassigned ZWJ ; PRmEastAsian ; PRmEastAsian
XX_ExtPictUnassigned ZWJ ; POmEastAsian ; POmEastAsian
XX_ExtPictUnassigned ZWJ ; OPmEastAsian ; OPmEastAsian
XX_ExtPictUnassigned ZWJ ; CP ; CP
XX_ExtPictUnassigned ZWJ ; IS ; IS
XX_ExtPictUnassigned ZWJ ; HY ; CM HY
XX_ExtPictUnassigned ZWJ ; SY ; SY
XX_ExtPictUnassigned ZWJ ; NU ; NU
XX_ExtPictUnassigned ZWJ ; CLmEastAsian ; CLmEastAsian
XX_ExtPictUnassigned ZWJ ; GLmEastAsian ; GLmEastAsian
XX_ExtPictUnassigned ZWJ ; QU_Pi ; QUmPimPf
XX_ExtPictUnassigned ZWJ ; BB ; BB
XX_ExtPictUnassigned ZWJ ; QU_Pf ; QUmPimPf
XX_ExtPictUnassigned ZWJ ; HH ; BAmEastAsian
XX_ExtPictUnassigned ZWJ ; HL ; HL
XX_ExtPictUnassigned ZWJ ; JL ; JL
XX_ExtPictUnassigned ZWJ ; JV ; JV
XX_ExtPictUnassigned ZWJ ; JT ; JT
XX_ExtPictUnassigned ZWJ ; NSmEastAsian ; EXmEastAsian
XX_ExtPictUnassigned ZWJ ; AK ; AK
XX_ExtPictUnassigned ZWJ ; VI ; EXmEastAsian
XX_ExtPictUnassigned ZWJ ; AS ; AK
XX_ExtPictUnassigned ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
XX_ExtPictUnassigned ZWJ ; VF ; EXmEastAsian
XX_ExtPictUnassigned ZWJ ; ZW ; ZW
XX_ExtPictUnassigned ZWJ ; ZWJ ; XX_ExtPictUnassigned ZWJ
XX_ExtPictUnassigned ZWJ ; B2 ; B2
XX_ExtPictUnassigned ZWJ ; INmEastAsian ; EXmEastAsian
XX_ExtPictUnassigned ZWJ ; WJ ; WJ
XX_ExtPictUnassigned ZWJ ; PR_EastAsian ; PR_EastAsian
XX_ExtPictUnassigned ZWJ ; ID_EastAsian ; ID_EastAsian
XX_ExtPictUnassigned ZWJ ; OP_EastAsian ; OP_EastAsian
XX_ExtPictUnassigned ZWJ ; CL_EastAsian ; CL_EastAsian
XX_ExtPictUnassigned ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
XX_ExtPictUnassigned ZWJ ; AL_DottedCircle ; AL_DottedCircle
XX_ExtPictUnassigned ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
XX_ExtPictUnassigned ZWJ ; EB_EastAsian ; EB_EastAsian
XX_ExtPictUnassigned ZWJ ; BA_EastAsian ; BA_EastAsian
XX_ExtPictUnassigned ZWJ ; NS_EastAsian|CJ ; CJ
XX_ExtPictUnassigned ZWJ ; H2 ; H2
XX_ExtPictUnassigned ZWJ ; H3 ; H3
XX_ExtPictUnassigned ZWJ ; EX_EastAsian ; CJ
XX_ExtPictUnassigned ZWJ ; IN_EastAsian ; CJ
XX_ExtPictUnassigned ZWJ ; PO_EastAsian ; PO_EastAsian
XX_ExtPictUnassigned ZWJ ; CB ; CB
XX_ExtPictUnassigned ZWJ ; AP ; AP
XX_ExtPictUnassigned ZWJ ; GL_EastAsian ; GL_EastAsian
XX_ExtPictUnassigned ZWJ ; RI ; RI
XX_ExtPictUnassigned ZWJ ; EM ; ID_EastAsian
XX_ExtPictUnassigned ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
XX_ExtPictUnassigned ZWJ ; SAmMnmMc ; CM
XX_ExtPictUnassigned ZWJ ; SA_Mn|SA_Mc ; XX_ExtPictUnassigned
CM HY ZWJ ; eot ; eot
CM HY ZWJ ; CM ; CM HY
CM HY ZWJ ; BAmEastAsian ; BAmEastAsian
CM HY ZWJ ; LF ; eot
CM HY ZWJ ; BK|NL ; eot
CM HY ZWJ ; CR ; CR
CM HY ZWJ ; SP ; SP
CM HY ZWJ ; EXmEastAsian ; EXmEastAsian
CM HY ZWJ ; QUmPimPf ; QUmPimPf
CM HY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
CM HY ZWJ ; PRmEastAsian ; PRmEastAsian
CM HY ZWJ ; POmEastAsian ; POmEastAsian
CM HY ZWJ ; OPmEastAsian ; OPmEastAsian
CM HY ZWJ ; CP ; CP
CM HY ZWJ ; IS ; IS
CM HY ZWJ ; HY ; CM HY
CM HY ZWJ ; SY ; SY
CM HY ZWJ ; NU ; NU
CM HY ZWJ ; CLmEastAsian ; CLmEastAsian
CM HY ZWJ ; GLmEastAsian ; GLmEastAsian
CM HY ZWJ ; QU_Pi ; QUmPimPf
CM HY ZWJ ; BB ; BB
CM HY ZWJ ; QU_Pf ; QUmPimPf
CM HY ZWJ ; HH ; BAmEastAsian
CM HY ZWJ ; HL ; HL
CM HY ZWJ ; JL ; JL
CM HY ZWJ ; JV ; JV
CM HY ZWJ ; JT ; JT
CM HY ZWJ ; NSmEastAsian ; EXmEastAsian
CM HY ZWJ ; AK ; AK
CM HY ZWJ ; VI ; EXmEastAsian
CM HY ZWJ ; AS ; AK
CM HY ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
CM HY ZWJ ; VF ; EXmEastAsian
CM HY ZWJ ; ZW ; ZW
CM HY ZWJ ; ZWJ ; CM HY ZWJ
CM HY ZWJ ; B2 ; B2
CM HY ZWJ ; INmEastAsian ; EXmEastAsian
CM HY ZWJ ; WJ ; WJ
CM HY ZWJ ; PR_EastAsian ; PR_EastAsian
CM HY ZWJ ; ID_EastAsian ; ID_EastAsian
CM HY ZWJ ; OP_EastAsian ; OP_EastAsian
CM HY ZWJ ; CL_EastAsian ; CL_EastAsian
CM HY ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
CM HY ZWJ ; AL_DottedCircle ; AL_DottedCircle
CM HY ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
CM HY ZWJ ; EB_EastAsian ; EB_EastAsian
CM HY ZWJ ; BA_EastAsian ; BA_EastAsian
CM HY ZWJ ; NS_EastAsian|CJ ; CJ
CM HY ZWJ ; H2 ; H2
CM HY ZWJ ; H3 ; H3
CM HY ZWJ ; EX_EastAsian ; CJ
CM HY ZWJ ; IN_EastAsian ; CJ
CM HY ZWJ ; PO_EastAsian ; PO_EastAsian
CM HY ZWJ ; CB ; CB
CM HY ZWJ ; AP ; AP
CM HY ZWJ ; GL_EastAsian ; GL_EastAsian
CM HY ZWJ ; RI ; RI
CM HY ZWJ ; EM ; ID_EastAsian
CM HY ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
CM HY ZWJ ; SAmMnmMc ; CM
CM HY ZWJ ; SA_Mn|SA_Mc ; CM HY
NU CP ZWJ ; eot ; eot
NU CP ZWJ ; CM ; NU CP
NU CP ZWJ ; BAmEastAsian ; BAmEastAsian
NU CP ZWJ ; LF ; eot
NU CP ZWJ ; BK|NL ; eot
NU CP ZWJ ; CR ; CR
NU CP ZWJ ; SP ; CP SP
NU CP ZWJ ; EXmEastAsian ; EXmEastAsian
NU CP ZWJ ; QUmPimPf ; QUmPimPf
NU CP ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
NU CP ZWJ ; PRmEastAsian ; PRmEastAsian
NU CP ZWJ ; POmEastAsian ; POmEastAsian
NU CP ZWJ ; OPmEastAsian ; OPmEastAsian
NU CP ZWJ ; CP ; CP
NU CP ZWJ ; IS ; IS
NU CP ZWJ ; HY ; CM HY
NU CP ZWJ ; SY ; SY
NU CP ZWJ ; NU ; NU
NU CP ZWJ ; CLmEastAsian ; CLmEastAsian
NU CP ZWJ ; GLmEastAsian ; GLmEastAsian
NU CP ZWJ ; QU_Pi ; QUmPimPf
NU CP ZWJ ; BB ; BB
NU CP ZWJ ; QU_Pf ; QUmPimPf
NU CP ZWJ ; HH ; BAmEastAsian
NU CP ZWJ ; HL ; HL
NU CP ZWJ ; JL ; JL
NU CP ZWJ ; JV ; JV
NU CP ZWJ ; JT ; JT
NU CP ZWJ ; NSmEastAsian ; EXmEastAsian
NU CP ZWJ ; AK ; AK
NU CP ZWJ ; VI ; EXmEastAsian
NU CP ZWJ ; AS ; AK
NU CP ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
NU CP ZWJ ; VF ; EXmEastAsian
NU CP ZWJ ; ZW ; ZW
NU CP ZWJ ; ZWJ ; NU CP ZWJ
NU CP ZWJ ; B2 ; B2
NU CP ZWJ ; INmEastAsian ; EXmEastAsian
NU CP ZWJ ; WJ ; WJ
NU CP ZWJ ; PR_EastAsian ; PR_EastAsian
NU CP ZWJ ; ID_EastAsian ; ID_EastAsian
NU CP ZWJ ; OP_EastAsian ; OP_EastAsian
NU CP ZWJ ; CL_EastAsian ; CL_EastAsian
NU CP ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
NU CP ZWJ ; AL_DottedCircle ; AL_DottedCircle
NU CP ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
NU CP ZWJ ; EB_EastAsian ; EB_EastAsian
NU CP ZWJ ; BA_EastAsian ; BA_EastAsian
NU CP ZWJ ; NS_EastAsian|CJ ; CJ
NU CP ZWJ ; H2 ; H2
NU CP ZWJ ; H3 ; H3
NU CP ZWJ ; EX_EastAsian ; CJ
NU CP ZWJ ; IN_EastAsian ; CJ
NU CP ZWJ ; PO_EastAsian ; PO_EastAsian
NU CP ZWJ ; CB ; CB
NU CP ZWJ ; AP ; AP
NU CP ZWJ ; GL_EastAsian ; GL_EastAsian
NU CP ZWJ ; RI ; RI
NU CP ZWJ ; EM ; ID_EastAsian
NU CP ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
NU CP ZWJ ; SAmMnmMc ; CM
NU CP ZWJ ; SA_Mn|SA_Mc ; NU CP
NU IS ZWJ ; eot ; eot
NU IS ZWJ ; CM ; NU IS
NU IS ZWJ ; BAmEastAsian ; BAmEastAsian
NU IS ZWJ ; LF ; eot
NU IS ZWJ ; BK|NL ; eot
NU IS ZWJ ; CR ; CR
NU IS ZWJ ; SP ; SP
NU IS ZWJ ; EXmEastAsian ; EXmEastAsian
NU IS ZWJ ; QUmPimPf ; QUmPimPf
NU IS ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
NU IS ZWJ ; PRmEastAsian ; PRmEastAsian
NU IS ZWJ ; POmEastAsian ; POmEastAsian
NU IS ZWJ ; OPmEastAsian ; OPmEastAsian
NU IS ZWJ ; CP ; NU CP
NU IS ZWJ ; IS ; NU IS
NU IS ZWJ ; HY ; CM HY
NU IS ZWJ ; SY ; NU SY
NU IS ZWJ ; NU ; NU
NU IS ZWJ ; CLmEastAsian ; NU CLmEastAsian
NU IS ZWJ ; GLmEastAsian ; GLmEastAsian
NU IS ZWJ ; QU_Pi ; QUmPimPf
NU IS ZWJ ; BB ; BB
NU IS ZWJ ; QU_Pf ; QUmPimPf
NU IS ZWJ ; HH ; BAmEastAsian
NU IS ZWJ ; HL ; HL
NU IS ZWJ ; JL ; JL
NU IS ZWJ ; JV ; JV
NU IS ZWJ ; JT ; JT
NU IS ZWJ ; NSmEastAsian ; EXmEastAsian
NU IS ZWJ ; AK ; AK
NU IS ZWJ ; VI ; EXmEastAsian
NU IS ZWJ ; AS ; AK
NU IS ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
NU IS ZWJ ; VF ; EXmEastAsian
NU IS ZWJ ; ZW ; ZW
NU IS ZWJ ; ZWJ ; NU IS ZWJ
NU IS ZWJ ; B2 ; B2
NU IS ZWJ ; INmEastAsian ; EXmEastAsian
NU IS ZWJ ; WJ ; WJ
NU IS ZWJ ; PR_EastAsian ; PR_EastAsian
NU IS ZWJ ; ID_EastAsian ; ID_EastAsian
NU IS ZWJ ; OP_EastAsian ; OP_EastAsian
NU IS ZWJ ; CL_EastAsian ; NU CL_EastAsian
NU IS ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
NU IS ZWJ ; AL_DottedCircle ; AL_DottedCircle
NU IS ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
NU IS ZWJ ; EB_EastAsian ; EB_EastAsian
NU IS ZWJ ; BA_EastAsian ; BA_EastAsian
NU IS ZWJ ; NS_EastAsian|CJ ; CJ
NU IS ZWJ ; H2 ; H2
NU IS ZWJ ; H3 ; H3
NU IS ZWJ ; EX_EastAsian ; CJ
NU IS ZWJ ; IN_EastAsian ; CJ
NU IS ZWJ ; PO_EastAsian ; PO_EastAsian
NU IS ZWJ ; CB ; CB
NU IS ZWJ ; AP ; AP
NU IS ZWJ ; GL_EastAsian ; GL_EastAsian
NU IS ZWJ ; RI ; RI
NU IS ZWJ ; EM ; ID_EastAsian
NU IS ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
NU IS ZWJ ; SAmMnmMc ; CM
NU IS ZWJ ; SA_Mn|SA_Mc ; NU IS
NU SY ZWJ ; eot ; eot
NU SY ZWJ ; CM ; NU SY
NU SY ZWJ ; BAmEastAsian ; BAmEastAsian
NU SY ZWJ ; LF ; eot
NU SY ZWJ ; BK|NL ; eot
NU SY ZWJ ; CR ; CR
NU SY ZWJ ; SP ; SP
NU SY ZWJ ; EXmEastAsian ; EXmEastAsian
NU SY ZWJ ; QUmPimPf ; QUmPimPf
NU SY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
NU SY ZWJ ; PRmEastAsian ; PRmEastAsian
NU SY ZWJ ; POmEastAsian ; POmEastAsian
NU SY ZWJ ; OPmEastAsian ; OPmEastAsian
NU SY ZWJ ; CP ; NU CP
NU SY ZWJ ; IS ; NU IS
NU SY ZWJ ; HY ; CM HY
NU SY ZWJ ; SY ; NU SY
NU SY ZWJ ; NU ; NU
NU SY ZWJ ; CLmEastAsian ; NU CLmEastAsian
NU SY ZWJ ; GLmEastAsian ; GLmEastAsian
NU SY ZWJ ; QU_Pi ; QUmPimPf
NU SY ZWJ ; BB ; BB
NU SY ZWJ ; QU_Pf ; QUmPimPf
NU SY ZWJ ; HH ; BAmEastAsian
NU SY ZWJ ; HL ; HL
NU SY ZWJ ; JL ; JL
NU SY ZWJ ; JV ; JV
NU SY ZWJ ; JT ; JT
NU SY ZWJ ; NSmEastAsian ; EXmEastAsian
NU SY ZWJ ; AK ; AK
NU SY ZWJ ; VI ; EXmEastAsian
NU SY ZWJ ; AS ; AK
NU SY ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
NU SY ZWJ ; VF ; EXmEastAsian
NU SY ZWJ ; ZW ; ZW
NU SY ZWJ ; ZWJ ; NU SY ZWJ
NU SY ZWJ ; B2 ; B2
NU SY ZWJ ; INmEastAsian ; EXmEastAsian
NU SY ZWJ ; WJ ; WJ
NU SY ZWJ ; PR_EastAsian ; PR_EastAsian
NU SY ZWJ ; ID_EastAsian ; ID_EastAsian
NU SY ZWJ ; OP_EastAsian ; OP_EastAsian
NU SY ZWJ ; CL_EastAsian ; NU CL_EastAsian
NU SY ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
NU SY ZWJ ; AL_DottedCircle ; AL_DottedCircle
NU SY ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
NU SY ZWJ ; EB_EastAsian ; EB_EastAsian
NU SY ZWJ ; BA_EastAsian ; BA_EastAsian
NU SY ZWJ ; NS_EastAsian|CJ ; CJ
NU SY ZWJ ; H2 ; H2
NU SY ZWJ ; H3 ; H3
NU SY ZWJ ; EX_EastAsian ; CJ
NU SY ZWJ ; IN_EastAsian ; CJ
NU SY ZWJ ; PO_EastAsian ; PO_EastAsian
NU SY ZWJ ; CB ; CB
NU SY ZWJ ; AP ; AP
NU SY ZWJ ; GL_EastAsian ; GL_EastAsian
NU SY ZWJ ; RI ; RI
NU SY ZWJ ; EM ; ID_EastAsian
NU SY ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
NU SY ZWJ ; SAmMnmMc ; CM
NU SY ZWJ ; SA_Mn|SA_Mc ; NU SY
NU CLmEastAsian ZWJ ; eot ; eot
NU CLmEastAsian ZWJ ; CM ; NU CLmEastAsian
NU CLmEastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
NU CLmEastAsian ZWJ ; LF ; eot
NU CLmEastAsian ZWJ ; BK|NL ; eot
NU CLmEastAsian ZWJ ; CR ; CR
NU CLmEastAsian ZWJ ; SP ; CP SP
NU CLmEastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
NU CLmEastAsian ZWJ ; QUmPimPf ; QUmPimPf
NU CLmEastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
NU CLmEastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
NU CLmEastAsian ZWJ ; POmEastAsian ; POmEastAsian
NU CLmEastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
NU CLmEastAsian ZWJ ; CP ; CP
NU CLmEastAsian ZWJ ; IS ; IS
NU CLmEastAsian ZWJ ; HY ; CM HY
NU CLmEastAsian ZWJ ; SY ; SY
NU CLmEastAsian ZWJ ; NU ; NU
NU CLmEastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
NU CLmEastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
NU CLmEastAsian ZWJ ; QU_Pi ; QUmPimPf
NU CLmEastAsian ZWJ ; BB ; BB
NU CLmEastAsian ZWJ ; QU_Pf ; QUmPimPf
NU CLmEastAsian ZWJ ; HH ; BAmEastAsian
NU CLmEastAsian ZWJ ; HL ; HL
NU CLmEastAsian ZWJ ; JL ; JL
NU CLmEastAsian ZWJ ; JV ; JV
NU CLmEastAsian ZWJ ; JT ; JT
NU CLmEastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
NU CLmEastAsian ZWJ ; AK ; AK
NU CLmEastAsian ZWJ ; VI ; EXmEastAsian
NU CLmEastAsian ZWJ ; AS ; AK
NU CLmEastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
NU CLmEastAsian ZWJ ; VF ; EXmEastAsian
NU CLmEastAsian ZWJ ; ZW ; ZW
NU CLmEastAsian ZWJ ; ZWJ ; NU CLmEastAsian ZWJ
NU CLmEastAsian ZWJ ; B2 ; B2
NU CLmEastAsian ZWJ ; INmEastAsian ; EXmEastAsian
NU CLmEastAsian ZWJ ; WJ ; WJ
NU CLmEastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
NU CLmEastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
NU CLmEastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
NU CLmEastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
NU CLmEastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
NU CLmEastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
NU CLmEastAsian ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
NU CLmEastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
NU CLmEastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
NU CLmEastAsian ZWJ ; NS_EastAsian|CJ ; CJ
NU CLmEastAsian ZWJ ; H2 ; H2
NU CLmEastAsian ZWJ ; H3 ; H3
NU CLmEastAsian ZWJ ; EX_EastAsian ; CJ
NU CLmEastAsian ZWJ ; IN_EastAsian ; CJ
NU CLmEastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
NU CLmEastAsian ZWJ ; CB ; CB
NU CLmEastAsian ZWJ ; AP ; AP
NU CLmEastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
NU CLmEastAsian ZWJ ; RI ; RI
NU CLmEastAsian ZWJ ; EM ; ID_EastAsian
NU CLmEastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
NU CLmEastAsian ZWJ ; SAmMnmMc ; CM
NU CLmEastAsian ZWJ ; SA_Mn|SA_Mc ; NU CLmEastAsian
HL HY ZWJ ; eot ; eot
HL HY ZWJ ; CM ; HL HY
HL HY ZWJ ; BAmEastAsian ; BAmEastAsian
HL HY ZWJ ; LF ; eot
HL HY ZWJ ; BK|NL ; eot
HL HY ZWJ ; CR ; CR
HL HY ZWJ ; SP ; SP
HL HY ZWJ ; EXmEastAsian ; EXmEastAsian
HL HY ZWJ ; QUmPimPf ; QUmPimPf
HL HY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
HL HY ZWJ ; PRmEastAsian ; PRmEastAsian
HL HY ZWJ ; POmEastAsian ; POmEastAsian
HL HY ZWJ ; OPmEastAsian ; OPmEastAsian
HL HY ZWJ ; CP ; CP
HL HY ZWJ ; IS ; IS
HL HY ZWJ ; HY ; CM HY
HL HY ZWJ ; SY ; SY
HL HY ZWJ ; NU ; NU
HL HY ZWJ ; CLmEastAsian ; CLmEastAsian
HL HY ZWJ ; GLmEastAsian ; GLmEastAsian
HL HY ZWJ ; QU_Pi ; QUmPimPf
HL HY ZWJ ; BB ; BB
